URL,Date,Congress,Title,Congressional Record,Text
     Department of State, foreign operations, and related 
     programs, and the obligation of funds made available by such 
     savings shall be subject to prior consultation with the 
     Committees on Appropriations.
       (c) Interim and Temporary Facilities Abroad.--
       (1) Security vulnerabilities.--Funds appropriated by this 
     Act under the heading ``Embassy Security, Construction, and 
     Maintenance'' may be made available, following consultation 
     with the appropriate congressional committees, to address 
     security vulnerabilities at interim and temporary United 
     States diplomatic facilities abroad, including physical 
     security upgrades and local guard staffing.
       (2) Consultation.--Notwithstanding any other provision of 
     law, the opening, closure, or any significant modification to 
     an interim or temporary United States diplomatic facility 
     shall be subject to prior consultation with the appropriate 
     congressional committees and the regular notification 
     procedures of the Committees on Appropriations, except that 
     such consultation and notification may be waived if there is 
     a security risk to personnel.
       (d) Soft Targets.--Funds appropriated by this Act under the 
     heading ``Embassy Security, Construction, and Maintenance'' 
     may be made available for security upgrades to soft targets, 
     including schools, recreational facilities, residences, and 
     places of worship used by United States diplomatic personnel 
     and their dependents.
       (e) Report.--Of the funds appropriated by this Act under 
     the heading ``Diplomatic Programs'', $100,000,000 may not be 
     obligated until the Secretary of State promulgates new 
     guidance and requirements consistent with section 9301 of the 
     Secure Embassy Construction and Counterterrorism Act of 2022 
     (title XCIII of division I of Public Law 117-263) and submits 
     to the appropriate congressional committees a report 
     detailing such guidance and requirements, including the 
     impact of implementation on United States diplomatic 
     facilities and construction projects.
       (f) Facilities.--
       (1) None of the funds made available by this Act may be 
     used to move the United States embassy in Israel to a 
     location other than Jerusalem.
       (2) Section 305 of the Departments of Commerce, Justice, 
     and State, the Judiciary, and Related Agencies Appropriations 
     Act, 1989 (Public Law 100-459) is repealed.
;law enforcement and security

       Sec. 7035. (a) Assistance.--
       (1) Community-based police assistance.--Funds made 
     available under titles III and IV of this Act to carry out 
     the provisions of chapter 1 of part I and chapters 4 and 6 of 
     part II of the Foreign Assistance Act of 1961, may be used, 
     notwithstanding section 660 of that Act, to enhance the 
     effectiveness and accountability of civilian police authority 
     through training and technical assistance in human rights, 
     the rule of law, anti-corruption, strategic planning, and 
     through assistance to foster civilian police roles that 
     support democratic governance, including assistance for 
     programs to prevent conflict, respond to disasters, address 
     gender-based violence, and foster improved police relations 
     with the communities they serve.
       (2) Combat casualty care.--
       (A) Consistent with the objectives of the Foreign 
     Assistance Act of 1961 and the Arms Export Control Act, funds 
     appropriated by this Act under the headings ``Peacekeeping 
     Operations'' and ``Foreign Military Financing Program'' shall 
     be made available for combat casualty training and equipment 
     in an amount above the prior fiscal year.
       (B) The Secretary of State shall offer combat casualty care 
     training and equipment as a component of any package of 
     lethal assistance funded by this Act with funds appropriated 
     under the headings ``Peacekeeping Operations'' and ``Foreign 
     Military Financing Program'':  Provided, That the requirement 
     of this subparagraph shall apply to a country in conflict, 
     unless the Secretary determines that such country has in 
     place, to the maximum extent practicable, functioning combat 
     casualty care treatment and equipment that meets or exceeds 
     the standards recommended by the Committee on Tactical Combat 
     Casualty Care:  Provided further, That any such training and 
     equipment for combat casualty care shall be made available 
     through an open and competitive process.
       (3) Casualty rehabilitation.--Of the funds appropriated 
     under the heading ``Assistance for Europe, Eurasia and 
     Central Asia'' in this Act and prior Acts making 
     appropriations for the Department of State, foreign 
     operations, and related programs, not less than $2,000,000 
     shall be made available for a program to provide medical and 
     casualty rehabilitation services, consistent with the 
     purposes under this section in the explanatory statement 
     described in section 4 (in the matter preceding division A of 
     this consolidated Act).
       (4) Training related to international humanitarian law.--
     The Secretary of State shall offer training related to the 
     requirements of international humanitarian law as a component 
     of any package of lethal assistance funded by this Act with 
     funds appropriated under the headings ``Peacekeeping 
     Operations'' and ``Foreign Military Financing Program'':  
     Provided, That the requirement of this paragraph shall not 
     apply to a country that is a member of the North Atlantic 
     Treaty Organization (NATO), is a major non-NATO ally 
     designated by section 517(b) of the Foreign Assistance Act of 
     1961, or is complying with international humanitarian law:  
     Provided further, That any such training shall be made 
     available through an open and competitive process.
       (5) International prison conditions.--Funds appropriated by 
     this Act under the headings ``Development Assistance'', 
     ``Economic Support Fund'', and ``International Narcotics 
     Control and Law Enforcement'' shall be made available for 
     assistance to eliminate inhumane conditions in foreign 
     prisons and other detention facilities, notwithstanding 
     section 660 of the Foreign Assistance Act of 1961:  Provided, 
     That the Secretary of State and the USAID Administrator shall 
     consult with the Committees on Appropriations on the proposed 
     uses of such funds prior to obligation and not later than 60 
     days after the date of enactment of this Act:  Provided 
     further, That such funds shall be in addition to funds 
     otherwise made available by this Act for such purpose.
       (b) Authorities.--
       (1) Reconstituting civilian police authority.--In providing 
     assistance with funds appropriated by this Act under section 
     660(b)(6) of the Foreign Assistance Act of 1961, support for 
     a nation emerging from instability may be deemed to mean 
     support for regional, district, municipal, or other sub-
     national entity emerging from instability, as well as a 
     nation emerging from instability.
       (2) Disarmament, demobilization, and reintegration.--
     Section 7034(d) of the Department of State, Foreign 
     Operations, and Related Programs Appropriations Act, 2015 
     (division J of Public Law 113-235) shall continue in effect 
     during fiscal year 2024.
       (3) Commercial leasing of defense articles.--
     Notwithstanding any other provision of law, and subject to 
     the regular notification procedures of the Committees on 
     Appropriations, the authority of section 23(a) of the Arms 
     Export Control Act (22 U.S.C. 2763) may be used to provide 
     financing to Israel, Egypt, the North Atlantic Treaty 
     Organization (NATO), and major non-NATO allies for the 
     procurement by leasing (including leasing with an option to 
     purchase) of defense articles from United States commercial 
     suppliers, not including Major Defense Equipment (other than 
     helicopters and other types of aircraft having possible 
     civilian application), if the President determines that there 
     are compelling foreign policy or national security reasons 
     for those defense articles being provided by commercial lease 
     rather than by government-to-government sale under such Act.
       (4) Special defense acquisition fund.--Not to exceed 
     $900,000,000 may be obligated pursuant to section 51(c)(2) of 
     the Arms Export Control Act (22 U.S.C. 2795(c)(2)) for the 
     purposes of the Special Defense Acquisition Fund (the Fund), 
     to remain available for obligation until September 30, 2026:  
     Provided, That the provision of defense articles and defense 
     services to foreign countries or international organizations 
     from the Fund shall be subject to the concurrence of the 
     Secretary of State.
       (5) Extension of war reserves stockpile authority.--Section 
     514(b)(2)(A) of the Foreign Assistance Act of 1961 (22 U.S.C. 
     2321h(b)(2)(A)) is amended by striking ``or 2025'' and 
     inserting ``2025 and 2026''.
       (6) Program clarification.--Notwithstanding section 
     503(a)(3) of Public Law 87-195 (22 U.S.C. 2311(a)(3)), the 
     procurement of defense articles and services funded on a non-
     repayable basis under section 23 of the Arms Export Control 
     Act may be priced to include the costs of salaries of members 
     of the Armed Forces of the United States engaged in security 
     assistance activities pursuant to 10 U.S.C. 341 (relating to 
     the State Partnership Program):  Provided, That this 
     paragraph shall only apply to funds that remain available for 
     obligation in fiscal year 2024.
       (7) Reprogramming.--Notwithstanding any other provision of 
     law or regulation, equipment procured with funds appropriated 
     in prior Acts making appropriations for the Department of 
     State, foreign operations, and related programs under the 
     heading ``Pakistan Counterinsurgency Capability Fund'' may be 
     used for any other program and in any region:  Provided, That 
     any such transfer shall be subject to prior consultation with 
     the appropriate congressional committees and the regular 
     notification procedures of the Committees on Appropriations.
       (c) Limitations.--
       (1) Child soldiers.--Funds appropriated by this Act should 
     not be used to support any military training or operations 
     that include child soldiers.
       (2) Landmines and cluster munitions.--
       (A) Landmines.--Notwithstanding any other provision of law, 
     demining equipment available to the United States Agency for 
     International Development and the Department of State and 
     used in support of the clearance of landmines and unexploded 
     ordnance for humanitarian purposes may be disposed of on a 
     grant basis in foreign countries, subject to such terms and 
     conditions as the Secretary of State may prescribe.
       (B) Cluster munitions.--No military assistance shall be 
     furnished for cluster munitions, no defense export license 
     for cluster munitions may be issued, and no cluster munitions 
     or cluster munitions technology shall be sold or transferred, 
     unless--
       (i) the submunitions of the cluster munitions, after 
     arming, do not result in more than 1 percent unexploded 
     ordnance across the range of intended operational 
     environments, and the agreement applicable to the assistance, 
     transfer, or sale of such cluster munitions or cluster 
     munitions technology specifies that the cluster munitions 
     will only be used against clearly defined military targets 
     and will not be used where civilians are known to be present 
     or in areas normally inhabited by civilians; or
       (ii) such assistance, license, sale, or transfer is for the 
     purpose of demilitarizing or permanently disposing of such 
     cluster munitions.

[[Page H1462]]

       (3) Crowd control.--If the Secretary of State has 
     information that a unit of a foreign security force uses 
     excessive force to repress peaceful expression or assembly 
     concerning corruption, harm to the environment or human 
     health, or the fairness of electoral processes, or in 
     countries that are undemocratic or undergoing democratic 
     transition, the Secretary shall promptly determine if such 
     information is credible:  Provided, That if the information 
     is determined to be credible, funds appropriated by this Act 
     should not be used for tear gas, small arms, light weapons, 
     ammunition, or other items for crowd control purposes for 
     such unit, unless the Secretary of State determines that the 
     foreign government is taking effective measures to bring the 
     responsible members of such unit to justice.
       (4) Oversight and accountability.--
       (A) Prior to the signing of a new Letter of Offer and 
     Acceptance (LOA) involving funds appropriated under the 
     heading ``Foreign Military Financing Program'', the Secretary 
     of State shall consult with each recipient government to 
     ensure that the LOA between the United States and such 
     recipient government complies with the purposes of section 4 
     of the Arms Export Control Act (22 U.S.C. 2754) and that the 
     defense articles, services, and training procured with funds 
     appropriated under such heading are consistent with United 
     States national security policy.
       (B) The Secretary of State shall promptly inform the 
     appropriate congressional committees of any instance in which 
     the Secretary of State has credible information that such 
     assistance was used in a manner contrary to such agreement.
       (d) Other Matters.--
       (1) Security assistance report.--Not later than 120 days 
     after the date of enactment of this Act, the Secretary of 
     State shall submit to the Committees on Appropriations a 
     report on funds obligated and expended during fiscal year 
     2023, by country and purpose of assistance, under the 
     headings ``Peacekeeping Operations'', ``International 
     Military Education and Training'', and ``Foreign Military 
     Financing Program''.
       (2) Annual foreign military training report.--For the 
     purposes of implementing section 656 of the Foreign 
     Assistance Act of 1961, the term ``military training provided 
     to foreign military personnel by the Department of Defense 
     and the Department of State'' shall be deemed to include all 
     military training provided by foreign governments with funds 
     appropriated to the Department of Defense or the Department 
     of State, except for training provided by the government of a 
     country designated by section 517(b) of such Act (22 U.S.C. 
     2321k(b)) as a major non-NATO ally:  Provided, That such 
     third-country training shall be clearly identified in the 
     report submitted pursuant to section 656 of such Act.
       (3) Leahy law.--For purposes of implementing section 620M 
     of the Foreign Assistance Act of 1961, the term ``credible 
     information'' means information that, considering the source 
     of such information and the surrounding circumstances, 
     supports a reasonable belief that a violation has occurred, 
     and shall not be determined solely on the basis of the number 
     of sources; whether the source has been critical of a policy 
     of the United States Government or its security partners; 
     whether the source has a personal connection to the 
     information being reported; or whether the United States 
     Government is able to independently verify the information.
;   palestinian statehood

       Sec. 7037. (a) Limitation on Assistance.--None of the funds 
     appropriated under titles III through VI of this Act may be 
     provided to support a Palestinian state unless the Secretary 
     of State determines and certifies to the appropriate 
     congressional committees that--
       (1) the governing entity of a new Palestinian state--
       (A) has demonstrated a firm commitment to peaceful co-
     existence with the State of Israel; and
       (B) is taking appropriate measures to counter terrorism and 
     terrorist financing in the West Bank and Gaza, including the 
     dismantling of terrorist infrastructures, and is cooperating 
     with appropriate Israeli and other appropriate security 
     organizations; and
       (2) the Palestinian Authority (or the governing entity of a 
     new Palestinian state) is working with other countries in the 
     region to vigorously pursue efforts to establish a just, 
     lasting, and comprehensive peace in the Middle East that will 
     enable Israel and an independent Palestinian state to exist 
     within the context of full and normal relationships, which 
     should include--
       (A) termination of all claims or states of belligerency;
       (B) respect for and acknowledgment of the sovereignty, 
     territorial integrity, and political independence of every 
     state in the area through measures including the 
     establishment of demilitarized zones;
       (C) their right to live in peace within secure and 
     recognized boundaries free from threats or acts of force;
       (D) freedom of navigation through international waterways 
     in the area; and
       (E) a framework for achieving a just settlement of the 
     refugee problem.
       (b) Sense of Congress.--It is the sense of Congress that 
     the governing entity should enact a constitution assuring the 
     rule of law, an independent judiciary, and respect for human 
     rights for its citizens, and should enact other laws and 
     regulations assuring transparent and accountable governance.
       (c) Waiver.--The President may waive subsection (a) if the 
     President determines that it is important to the national 
     security interest of the United States to do so.
       (d) Exemption.--The restriction in subsection (a) shall not 
     apply to assistance intended to help reform the Palestinian 
     Authority and affiliated institutions, or the governing 
     entity, in order to help meet the requirements of subsection 
     (a), consistent with the provisions of section 7040 of this 
     Act (``Limitation on Assistance for the Palestinian 
     Authority'').

 prohibition on assistance to the palestinian broadcasting corporation

       Sec. 7038.  None of the funds appropriated or otherwise 
     made available by this Act may be used to provide equipment, 
     technical support, consulting services, or any other form of 
     assistance to the Palestinian Broadcasting Corporation.

                 assistance for the west bank and gaza

       Sec. 7039. (a) Oversight.--For fiscal year 2024, 30 days 
     prior to the initial obligation of funds for the bilateral 
     West Bank and Gaza Program, the Secretary of State shall 
     certify to the Committees on Appropriations that procedures 
     have been established to assure the Comptroller General of 
     the United States will have access to appropriate United 
     States financial information in order to review the uses of 
     United States assistance for the Program funded under the 
     heading ``Economic Support Fund'' for the West Bank and Gaza.
       (b) Vetting.--Prior to the obligation of funds appropriated 
     by this Act under the heading ``Economic Support Fund'' for 
     assistance for the West Bank and Gaza, the Secretary of State 
     shall take all appropriate steps to ensure that such 
     assistance is not provided to or through any individual, 
     private or government entity, or educational institution that 
     the Secretary knows or has reason to believe advocates, 
     plans, sponsors, engages in, or has engaged in, terrorist 
     activity nor, with respect to private entities or

[[Page H1463]]

     educational institutions, those that have as a principal 
     officer of the entity's governing board or governing board of 
     trustees any individual that has been determined to be 
     involved in, or advocating terrorist activity or determined 
     to be a member of a designated foreign terrorist 
     organization:  Provided, That the Secretary of State shall, 
     as appropriate, establish procedures specifying the steps to 
     be taken in carrying out this subsection and shall terminate 
     assistance to any individual, entity, or educational 
     institution which the Secretary has determined to be involved 
     in or advocating terrorist activity.
       (c) Prohibition.--
       (1) Recognition of acts of terrorism.--None of the funds 
     appropriated under titles III through VI of this Act for 
     assistance under the West Bank and Gaza Program may be made 
     available for--
       (A) the purpose of recognizing or otherwise honoring 
     individuals who commit, or have committed acts of terrorism; 
     and
       (B) any educational institution located in the West Bank or 
     Gaza that is named after an individual who the Secretary of 
     State determines has committed an act of terrorism.
       (2) Security assistance and reporting requirement.--
     Notwithstanding any other provision of law, none of the funds 
     made available by this or prior appropriations Acts, 
     including funds made available by transfer, may be made 
     available for obligation for security assistance for the West 
     Bank and Gaza until the Secretary of State reports to the 
     Committees on Appropriations on--
       (A) the benchmarks that have been established for security 
     assistance for the West Bank and Gaza and on the extent of 
     Palestinian compliance with such benchmarks; and
       (B) the steps being taken by the Palestinian Authority to 
     end torture and other cruel, inhuman, and degrading treatment 
     of detainees, including by bringing to justice members of 
     Palestinian security forces who commit such crimes.
       (d) Oversight by the United States Agency for International 
     Development.--
       (1) The Administrator of the United States Agency for 
     International Development shall ensure that Federal or non-
     Federal audits of all contractors and grantees, and 
     significant subcontractors and sub-grantees, under the West 
     Bank and Gaza Program, are conducted at least on an annual 
     basis to ensure, among other things, compliance with this 
     section.
       (2) Of the funds appropriated by this Act, up to $1,400,000 
     may be used by the Office of Inspector General of the United 
     States Agency for International Development for audits, 
     investigations, and other activities in furtherance of the 
     requirements of this subsection:  Provided, That such funds 
     are in addition to funds otherwise available for such 
     purposes.
       (e) Comptroller General of the United States Audit.--
     Subsequent to the certification specified in subsection (a), 
     the Comptroller General of the United States shall conduct an 
     audit and an investigation of the treatment, handling, and 
     uses of all funds for the bilateral West Bank and Gaza 
     Program, including all funds provided as cash transfer 
     assistance, in fiscal year 2024 under the heading ``Economic 
     Support Fund'', and such audit shall address--
       (1) the extent to which such Program complies with the 
     requirements of subsections (b) and (c); and
       (2) an examination of all programs, projects, and 
     activities carried out under such Program, including both 
     obligations and expenditures.
       (f) Notification Procedures.--Funds made available in this 
     Act for West Bank and Gaza shall be subject to the regular 
     notification procedures of the Committees on Appropriations.

         limitation on assistance for the palestinian authority

       Sec. 7040. (a) Prohibition of Funds.--None of the funds 
     appropriated by this Act to carry out the provisions of 
     chapter 4 of part II of the Foreign Assistance Act of 1961 
     may be obligated or expended with respect to providing funds 
     to the Palestinian Authority.
       (b) Waiver.--The prohibition included in subsection (a) 
     shall not apply if the President certifies in writing to the 
     Speaker of the House of Representatives, the President pro 
     tempore of the Senate, and the Committees on Appropriations 
     that waiving such prohibition is important to the national 
     security interest of the United States.
       (c) Period of Application of Waiver.--Any waiver pursuant 
     to subsection (b) shall be effective for no more than a 
     period of 6 months at a time and shall not apply beyond 12 
     months after the enactment of this Act.
       (d) Report.--Whenever the waiver authority pursuant to 
     subsection (b) is exercised, the President shall submit a 
     report to the Committees on Appropriations detailing the 
     justification for the waiver, the purposes for which the 
     funds will be spent, and the accounting procedures in place 
     to ensure that the funds are properly disbursed:  Provided, 
     That the report shall also detail the steps the Palestinian 
     Authority has taken to arrest terrorists, confiscate weapons 
     and dismantle the terrorist infrastructure.
       (e) Certification.--If the President exercises the waiver 
     authority under subsection (b), the Secretary of State must 
     certify and report to the Committees on Appropriations prior 
     to the obligation of funds that the Palestinian Authority has 
     established a single treasury account for all Palestinian 
     Authority financing and all financing mechanisms flow through 
     this account, no parallel financing mechanisms exist outside 
     of the Palestinian Authority treasury account, and there is a 
     single comprehensive civil service roster and payroll, and 
     the Palestinian Authority is acting to counter incitement of 
     violence against Israelis and is supporting activities aimed 
     at promoting peace, coexistence, and security cooperation 
     with Israel.
       (f) Prohibition to Hamas and the Palestine Liberation 
     Organization.--
       (1) None of the funds appropriated in titles III through VI 
     of this Act may be obligated for salaries of personnel of the 
     Palestinian Authority located in Gaza or may be obligated or 
     expended for assistance to Hamas or any entity effectively 
     controlled by Hamas, any power-sharing government of which 
     Hamas is a member, or that results from an agreement with 
     Hamas and over which Hamas exercises undue influence.
       (2) Notwithstanding the limitation of paragraph (1), 
     assistance may be provided to a power-sharing government only 
     if the President certifies and reports to the Committees on 
     Appropriations that such government, including all of its 
     ministers or such equivalent, has publicly accepted and is 
     complying with the principles contained in section 
     620K(b)(1)(A) and (B) of the Foreign Assistance Act of 1961, 
     as amended.
       (3) The President may exercise the authority in section 
     620K(e) of the Foreign Assistance Act of 1961, as added by 
     the Palestinian Anti-Terrorism Act of 2006 (Public Law 109-
     446) with respect to this subsection.
       (4) Whenever the certification pursuant to paragraph (2) is 
     exercised, the Secretary of State shall submit a report to 
     the Committees on Appropriations within 120 days of the 
     certification and every quarter thereafter on whether such 
     government, including all of its ministers or such equivalent 
     are continuing to comply with the principles contained in 
     section 620K(b)(1)(A) and (B) of the Foreign Assistance Act 
     of 1961, as amended:  Provided, That the report shall also 
     detail the amount, purposes and delivery mechanisms for any 
     assistance provided pursuant to the abovementioned 
     certification and a full accounting of any direct support of 
     such government.
       (5) None of the funds appropriated under titles III through 
     VI of this Act may be obligated for assistance for the 
     Palestine Liberation Organization.; 
                      middle east and north africa

       Sec. 7041. (a) Egypt.--
       (1) Assistance.--Of the funds appropriated by this Act, not 
     less than $1,425,000,000 should be made available for 
     assistance for Egypt, of which--
       (A) not less than $125,000,000 shall be made available from 
     funds under the heading ``Economic Support Fund'', of which 
     not less than $40,000,000 should be made available for higher 
     education programs, including not less than $15,000,000 for 
     scholarships for Egyptian students with high financial need 
     to attend not-for-profit institutions of higher education in 
     Egypt that are currently accredited by a regional accrediting 
     agency recognized by the United States Department of 
     Education, or meets standards equivalent to those required 
     for United States institutional accreditation by a regional 
     accrediting agency recognized by such Department:  Provided, 
     That such funds shall be made available for democracy 
     programs, and for development programs in the Sinai; and
       (B) not less than $1,300,000,000 should be made available 
     from funds under the heading ``Foreign Military Financing 
     Program'', to remain available until September 30, 2025:  
     Provided, That such funds may be transferred to an interest 
     bearing account in the Federal Reserve Bank of New York, 
     following consultation with the Committees on Appropriations 
     and the uses of any interest earned on such funds shall be 
     subject to the regular notification procedures of the 
     Committees on Appropriations.
       (2) Certification and report.--Funds appropriated by this 
     Act that are available for assistance for Egypt may be made 
     available notwithstanding any other provision of law 
     restricting assistance for Egypt, except for this subsection 
     and section 620M of the Foreign Assistance Act of 1961, and 
     may only be made available for assistance for the Government 
     of Egypt if the Secretary of State certifies and reports to 
     the Committees on Appropriations that such government is--
       (A) sustaining the strategic relationship with the United 
     States; and
       (B) meeting its obligations under the 1979 Egypt-Israel 
     Peace Treaty.
       (3) Withholding.--Of the funds made available pursuant to 
     paragraph (1)(B), $320,000,000 shall be withheld from 
     obligation until the Secretary certifies and reports to the 
     Committees on Appropriations that the Government of Egypt is 
     meeting the requirements under this section in the 
     explanatory statement described in section 4 (in the matter 
     preceding division A of this consolidated Act):  Provided, 
     That the Secretary may waive such requirement if the 
     Secretary determines and reports to the Committees on 
     Appropriations that such funds are necessary for 
     counterterrorism, border security, or nonproliferation 
     programs or that it is otherwise important to the national 
     security interest of the United States to do so, including a 
     detailed justification for the use of such waiver and the 
     reasons why any of the requirements cannot be met:  Provided 
     further, That the report required by the previous proviso 
     shall be submitted in unclassified form but may be 
     accompanied by a classified annex.
       (b) Iran.--

[[Page H1464]]

       (1) Funding.--Funds appropriated by this Act under the 
     headings ``Diplomatic Programs'', ``Economic Support Fund'', 
     and ``Nonproliferation, Anti-terrorism, Demining and Related 
     Programs'' shall be made available--
       (A) to support the United States policy to prevent Iran 
     from achieving the capability to produce or otherwise obtain 
     a nuclear weapon;
       (B) to support an expeditious response to any violation of 
     United Nations Security Council Resolutions or to efforts 
     that advance Iran's nuclear program;
       (C) to support the implementation and enforcement of 
     sanctions against Iran for support of nuclear weapons 
     development, terrorism, human rights abuses, and ballistic 
     missile and weapons proliferation; and
       (D) for democracy programs in support of the aspirations of 
     the Iranian people.
       (2) Reports.--
       (A) Semi-annual report.--The Secretary of State shall 
     submit to the Committees on Appropriations the semi-annual 
     report required by section 135(d)(4) of the Atomic Energy Act 
     of 1954 (42 U.S.C. 2160e(d)(4)), as added by section 2 of the 
     Iran Nuclear Agreement Review Act of 2015 (Public Law 114-
     17).
       (B) Sanctions report.--Not later than 180 days after the 
     date of enactment of this Act, the Secretary of State, in 
     consultation with the Secretary of the Treasury, shall submit 
     to the appropriate congressional committees a report on--
       (i) the status of United States bilateral sanctions on 
     Iran;
       (ii) the reimposition and renewed enforcement of secondary 
     sanctions; and
       (iii) the impact such sanctions have had on Iran's 
     destabilizing activities throughout the Middle East.
       (3) Limitations.--None of the funds appropriated by this 
     Act may be used to--
       (A) implement an agreement with the Government of Iran 
     relating to the nuclear program of Iran, or a renewal of the 
     Joint Comprehensive Plan of Action adopted on October 18, 
     2015, in contravention of the Iran Nuclear Agreement Review 
     Act of 2015 (42 U.S.C. 2160e); or
       (B) revoke the designation of the Islamic Revolutionary 
     Guard Corps as a Foreign Terrorist Organization pursuant to 
     section 219 of the Immigration and Nationality Act (8 U.S.C. 
     1189).
       (c) Iraq.--
       (1) Funds appropriated under titles III and IV of this Act 
     shall be made available for assistance for Iraq for--
       (A) bilateral economic assistance and international 
     security assistance, including in the Kurdistan Region of 
     Iraq;
       (B) stabilization assistance, including in Anbar Province;
       (C) programs to support government transparency and 
     accountability, support judicial independence, protect the 
     right of due process, end the use of torture, and combat 
     corruption;
       (D) humanitarian assistance, including in the Kurdistan 
     Region of Iraq;
       (E) programs to protect and assist religious and ethnic 
     minority populations; and
       (F) programs to increase United States private sector 
     investment.
       (2) Limitation.--Funds appropriated by this Act under title 
     III and made available for bilateral economic assistance for 
     Iraq may not be made available to an organization or entity 
     for which the Secretary of State has credible information is 
     controlled by the Badr Organization.
       (d) Israel.--Of the funds appropriated by this Act under 
     the heading ``Foreign Military Financing Program'', not less 
     than $3,300,000,000 shall be available for grants only for 
     Israel which shall be disbursed within 30 days of enactment 
     of this Act:  Provided, That to the extent that the 
     Government of Israel requests that funds be used for such 
     purposes, grants made available for Israel under this heading 
     shall, as agreed by the United States and Israel, be 
     available for advanced weapons systems, of which not less 
     than $725,300,000 shall be available for the procurement in 
     Israel of defense articles and defense services, including 
     research and development.
       (e) Jordan.--Of the funds appropriated by this Act under 
     titles III and IV, not less than $1,650,000,000 shall be made 
     available for assistance for Jordan, of which not less than 
     $845,100,000 shall be made available for budget support for 
     the Government of Jordan and not less than $425,000,000 shall 
     be made available under the heading ``Foreign Military 
     Financing Program''.
       (f) Lebanon.--
       (1) Limitation.--None of the funds appropriated by this Act 
     may be made available for the Lebanese Internal Security 
     Forces (ISF) or the Lebanese Armed Forces (LAF) if the ISF or 
     the LAF is controlled by a foreign terrorist organization, as 
     designated pursuant to section 219 of the Immigration and 
     Nationality Act (8 U.S.C. 1189).
       (2) Security assistance.--
       (A) Funds appropriated by this Act under the headings 
     ``International Narcotics Control and Law Enforcement'' and 
     ``Foreign Military Financing Program'' that are made 
     available for assistance for Lebanon may be made available 
     for programs and equipment for the ISF and the LAF to address 
     security and stability requirements in areas affected by 
     conflict in Syria, following consultation with the 
     appropriate congressional committees.
       (B) Funds appropriated by this Act under the heading 
     ``Foreign Military Financing Program'' that are made 
     available for assistance for Lebanon may only be made 
     available for programs to--
       (i) professionalize the LAF to mitigate internal and 
     external threats from non-state actors, including Hizballah;
       (ii) strengthen the security of borders and combat 
     terrorism, including training and equipping the LAF to secure 
     the borders of Lebanon and address security and stability 
     requirements in areas affected by conflict in Syria, 
     interdicting arms shipments, and preventing the use of 
     Lebanon as a safe haven for terrorist groups; and
       (iii) implement United Nations Security Council Resolution 
     1701:
       Provided, That prior to obligating funds made available by 
     this subparagraph for assistance for the LAF, the Secretary 
     of State shall submit to the Committees on Appropriations a 
     spend plan, including actions to be taken to ensure equipment 
     provided to the LAF is used only for the intended purposes, 
     except such plan may not be considered as meeting the 
     notification requirements under section 7015 of this Act or 
     under section 634A of the Foreign Assistance Act of 1961:  
     Provided further, That any notification submitted pursuant to 
     such section shall include any funds specifically intended 
     for lethal military equipment.
       (3) Assistance.--Funds appropriated by this Act under the 
     heading ``Economic Support Fund'' that are made available for 
     assistance for Lebanon may be made available notwithstanding 
     section 1224 of the Foreign Relations Authorization Act, 
     Fiscal Year 2003 (Public Law 107-228; 22 U.S.C. 2346 note).
       (g) Morocco.--Funds appropriated under titles III and IV of 
     this Act shall be made available for assistance for Morocco.
       (h) Saudi Arabia.--
       (1) None of the funds appropriated by this Act under the 
     heading ``International Military Education and Training'' 
     should be made available for assistance for the Government of 
     Saudi Arabia.
       (2) None of the funds appropriated or otherwise made 
     available by this Act and prior Acts making appropriations 
     for the Department of State, foreign operations, and related 
     programs should be obligated or expended by the Export-Import 
     Bank of the United States to guarantee, insure, or extend (or 
     participate in the extension of) credit in connection with 
     the export of nuclear technology, equipment, fuel, materials, 
     or other nuclear technology-related goods or services to 
     Saudi Arabia unless the Government of Saudi Arabia--
       (A) has in effect a nuclear cooperation agreement pursuant 
     to section 123 of the Atomic Energy Act of 1954 (42 U.S.C. 
     2153);
       (B) has committed to renounce uranium enrichment and 
     reprocessing on its territory under that agreement; and
       (C) has signed and implemented an Additional Protocol to 
     its Comprehensive Safeguards Agreement with the International 
     Atomic Energy Agency.
       (i) Syria.--
       (1) Non-lethal assistance.--Funds appropriated by this Act 
     under titles III and IV may be made available, 
     notwithstanding any other provision of law, for non-lethal 
     stabilization assistance for Syria, including for emergency 
     medical and rescue response and chemical weapons 
     investigations.
       (2) Limitations.--Funds made available pursuant to 
     paragraph (1) of this subsection--
       (A) may not be made available for a project or activity 
     that supports or otherwise legitimizes the Government of 
     Iran, foreign terrorist organizations (as designated pursuant 
     to section 219 of the Immigration and Nationality Act (8 
     U.S.C. 1189)), or a proxy of Iran in Syria;
       (B) may not be made available for activities that further 
     the strategic objectives of the Government of the Russian 
     Federation that the Secretary of State determines may 
     threaten or undermine United States national security 
     interests; and
       (C) should not be used in areas of Syria controlled by a 
     government led by Bashar al-Assad or associated forces or 
     made available to an organization or entity effectively 
     controlled by an official or immediate family member of an 
     official of such government.
       (3) United states government al-hol action plan.--Of the 
     funds appropriated under title III of this Act and prior Acts 
     making appropriations for the Department of State, foreign 
     operations, and related programs, not less than $25,000,000 
     shall be made available to implement the ``U.S. Government 
